epoch,loss,val_loss
0,0.10183968616724014,0.053459539979696276
1,0.16666319618225098,0.07139605964422226
2,0.07732750457525253,0.6578800249099731
3,0.060474576154351235,0.02819519407749176
4,0.02339571670591831,0.021345286574959755
5,0.20192365252375602,0.029743013525009156
6,0.021469821575284005,0.01840644604563713
7,0.13608952232003213,0.046591093200445174
8,0.0959392127931118,0.01957947546541691
9,0.01494333289116621,0.013650178129971028
